时间戳,帧号,传感器1_端口,传感器1_X,传感器1_Y,传感器1_Z,传感器2_端口,传感器2_X,传感器2_Y,传感器2_Z,相对位置_X,相对位置_Y,相对位置_Z,距离
2026-01-09 15:49:04.171,178,1,19.230000,43.430000,-71.490000,2,-54.730000,-53.210000,-109.870000,-73.960000,-96.640000,-38.380000,127.602491
2026-01-09 15:49:05.829,179,1,19.220000,43.420000,-71.480000,2,-54.740000,-53.200000,-109.850000,-73.960000,-96.620000,-38.370000,127.584336
2026-01-09 15:49:07.482,180,1,19.210000,43.420000,-71.500000,2,-54.760000,-53.240000,-109.800000,-73.970000,-96.660000,-38.300000,127.599399
2026-01-09 15:49:09.145,181,1,19.210000,43.410000,-71.500000,2,-54.760000,-53.240000,-109.800000,-73.970000,-96.650000,-38.300000,127.591823
2026-01-09 15:49:10.804,182,1,19.200000,43.410000,-71.480000,2,-54.760000,-53.230000,-109.800000,-73.960000,-96.640000,-38.320000,127.584457
2026-01-09 15:49:12.461,183,1,19.200000,43.390000,-71.480000,2,-54.760000,-53.230000,-109.790000,-73.960000,-96.620000,-38.310000,127.566305
2026-01-09 15:49:14.120,184,1,19.190000,43.350000,-71.570000,2,-54.840000,-53.390000,-109.560000,-74.030000,-96.740000,-37.990000,127.602150
2026-01-09 15:49:15.776,185,1,19.200000,43.360000,-71.570000,2,-54.840000,-53.400000,-109.550000,-74.040000,-96.760000,-37.980000,127.620138
2026-01-09 15:49:17.434,186,1,19.200000,43.360000,-71.570000,2,-54.840000,-53.390000,-109.560000,-74.040000,-96.750000,-37.990000,127.615533
2026-01-09 15:49:19.089,187,1,19.210000,43.330000,-71.600000,2,-54.800000,-53.450000,-109.610000,-74.010000,-96.780000,-38.010000,127.626833
2026-01-09 15:49:20.749,188,1,19.230000,43.330000,-71.610000,2,-54.250000,-53.340000,-109.510000,-73.480000,-96.670000,-37.900000,127.203810
2026-01-09 15:49:22.407,189,1,19.180000,43.350000,-71.540000,2,-54.840000,-53.390000,-109.550000,-74.020000,-96.740000,-38.010000,127.602304
2026-01-09 15:49:24.064,190,1,19.190000,43.350000,-71.560000,2,-54.840000,-53.390000,-109.550000,-74.030000,-96.740000,-37.990000,127.602150
2026-01-09 15:49:25.720,191,1,19.050000,43.560000,-71.630000,2,-54.840000,-53.390000,-109.580000,-73.890000,-96.950000,-37.950000,127.668466
2026-01-09 15:49:27.382,192,1,19.060000,43.620000,-71.820000,2,-54.770000,-53.290000,-109.780000,-73.830000,-96.910000,-37.960000,127.606342
2026-01-09 15:49:29.032,193,1,19.030000,43.490000,-71.520000,2,-54.910000,-53.310000,-109.450000,-73.940000,-96.800000,-37.930000,127.577618
2026-01-09 15:49:30.700,194,1,19.020000,43.440000,-71.540000,2,-54.830000,-53.320000,-109.590000,-73.850000,-96.760000,-38.050000,127.530869
2026-01-09 15:49:32.370,195,1,19.040000,43.450000,-71.560000,2,-54.820000,-53.340000,-109.570000,-73.860000,-96.790000,-38.010000,127.547496
2026-01-09 15:49:34.026,196,1,19.050000,43.460000,-71.550000,2,-54.810000,-53.340000,-109.590000,-73.860000,-96.800000,-38.040000,127.564028
2026-01-09 15:49:35.682,197,1,19.050000,43.460000,-71.560000,2,-54.820000,-53.350000,-109.580000,-73.870000,-96.810000,-38.020000,127.571444
2026-01-09 15:49:37.337,198,1,19.070000,43.470000,-71.590000,2,-54.840000,-53.400000,-109.540000,-73.910000,-96.870000,-37.950000,127.619307
2026-01-09 15:49:38.992,199,1,19.080000,43.470000,-71.590000,2,-54.850000,-53.390000,-109.550000,-73.930000,-96.860000,-37.960000,127.626275
2026-01-09 15:49:40.646,200,1,19.070000,43.470000,-71.590000,2,-54.840000,-53.390000,-109.540000,-73.910000,-96.860000,-37.950000,127.611717
2026-01-09 15:49:42.304,201,1,19.070000,43.470000,-71.590000,2,-54.840000,-53.390000,-109.550000,-73.910000,-96.860000,-37.960000,127.614691
2026-01-09 15:49:43.963,202,1,19.070000,43.470000,-71.590000,2,-54.840000,-53.390000,-109.540000,-73.910000,-96.860000,-37.950000,127.611717
2026-01-09 15:49:45.618,203,1,19.070000,43.480000,-71.580000,2,-54.850000,-53.400000,-109.550000,-73.920000,-96.880000,-37.970000,127.638637
2026-01-09 15:49:47.268,204,1,19.070000,43.460000,-71.590000,2,-54.830000,-53.390000,-109.550000,-73.900000,-96.850000,-37.960000,127.601309
2026-01-09 15:49:48.927,205,1,19.080000,43.390000,-71.550000,2,-54.840000,-53.390000,-109.540000,-73.920000,-96.780000,-37.990000,127.568707
2026-01-09 15:49:50.589,206,1,19.120000,43.470000,-71.540000,2,-54.840000,-53.390000,-109.550000,-73.960000,-96.860000,-38.010000,127.658534
2026-01-09 15:49:52.240,207,1,19.310000,43.630000,-71.740000,2,-54.770000,-53.330000,-109.670000,-74.080000,-96.960000,-37.930000,127.780174
2026-01-09 15:49:53.892,208,1,19.260000,43.630000,-71.760000,2,-54.790000,-53.360000,-109.640000,-74.050000,-96.990000,-37.880000,127.770720
2026-01-09 15:49:55.552,209,1,19.330000,43.680000,-71.810000,2,-54.840000,-53.440000,-109.530000,-74.170000,-97.120000,-37.720000,127.891680
2026-01-09 15:49:57.208,210,1,19.230000,43.570000,-71.620000,2,-54.840000,-53.400000,-109.530000,-74.070000,-96.970000,-37.910000,127.776030
2026-01-09 15:49:58.862,211,1,19.220000,43.550000,-71.590000,2,-54.830000,-53.410000,-109.550000,-74.050000,-96.960000,-37.960000,127.771694
2026-01-09 15:50:00.521,212,1,19.260000,43.600000,-71.650000,2,-54.850000,-53.410000,-109.540000,-74.110000,-97.010000,-37.890000,127.823645
2026-01-09 15:50:02.184,213,1,19.290000,43.570000,-71.580000,2,-54.840000,-53.390000,-109.540000,-74.130000,-96.960000,-37.960000,127.818074
2026-01-09 15:50:03.844,214,1,19.280000,43.610000,-71.580000,2,-54.850000,-53.390000,-109.530000,-74.130000,-97.000000,-37.950000,127.845451
2026-01-09 15:50:05.511,215,1,19.310000,43.560000,-71.630000,2,-54.790000,-53.470000,-109.580000,-74.100000,-97.030000,-37.950000,127.850825
2026-01-09 15:50:07.171,216,1,19.250000,43.600000,-71.520000,2,-54.900000,-53.340000,-109.470000,-74.150000,-96.940000,-37.950000,127.811535
2026-01-09 15:50:08.838,217,1,19.260000,43.560000,-71.550000,2,-54.860000,-53.400000,-109.510000,-74.120000,-96.960000,-37.960000,127.812275
2026-01-09 15:50:10.493,218,1,19.320000,43.590000,-71.610000,2,-54.840000,-53.400000,-109.540000,-74.160000,-96.990000,-37.930000,127.849328
2026-01-09 15:50:12.153,219,1,19.280000,43.570000,-71.570000,2,-54.840000,-53.400000,-109.540000,-74.120000,-96.970000,-37.970000,127.822831
2026-01-09 15:50:13.813,220,1,19.280000,43.570000,-71.580000,2,-54.840000,-53.390000,-109.540000,-74.120000,-96.960000,-37.960000,127.812275
2026-01-09 15:50:15.472,221,1,19.300000,43.540000,-71.610000,2,-54.780000,-53.460000,-109.610000,-74.080000,-97.000000,-38.000000,127.831320
2026-01-09 15:50:17.131,222,1,19.280000,43.570000,-71.570000,2,-54.840000,-53.400000,-109.540000,-74.120000,-96.970000,-37.970000,127.822831
2026-01-09 15:50:18.789,223,1,19.190000,43.610000,-71.610000,2,-54.290000,-53.310000,-109.430000,-73.480000,-96.920000,-37.820000,127.370127
2026-01-09 15:50:20.449,224,1,18.540000,43.450000,-73.590000,2,-54.870000,-53.410000,-109.570000,-73.410000,-96.860000,-35.980000,126.749549
2026-01-09 15:50:22.112,225,1,18.160000,42.420000,-75.520000,2,-54.890000,-53.420000,-109.550000,-73.050000,-95.840000,-34.030000,125.218405
2026-01-09 15:50:23.768,226,1,17.650000,42.790000,-76.580000,2,-54.880000,-53.400000,-109.590000,-72.530000,-96.190000,-33.010000,124.911077
2026-01-09 15:50:25.427,227,1,17.680000,42.810000,-76.580000,2,-54.890000,-53.400000,-109.580000,-72.570000,-96.210000,-33.000000,124.947065
2026-01-09 15:50:27.087,228,1,17.690000,42.820000,-76.580000,2,-54.890000,-53.400000,-109.580000,-72.580000,-96.220000,-33.000000,124.960573
2026-01-09 15:50:28.742,229,1,17.700000,42.820000,-76.580000,2,-54.890000,-53.400000,-109.590000,-72.590000,-96.220000,-33.010000,124.969023
2026-01-09 15:50:30.417,230,1,17.700000,42.820000,-76.580000,2,-54.900000,-53.400000,-109.580000,-72.600000,-96.220000,-33.000000,124.972191
2026-01-09 15:50:32.069,231,1,17.700000,42.820000,-76.580000,2,-54.890000,-53.400000,-109.590000,-72.590000,-96.220000,-33.010000,124.969023
2026-01-09 15:50:33.724,232,1,17.730000,42.830000,-76.590000,2,-54.890000,-53.390000,-109.580000,-72.620000,-96.220000,-32.990000,124.981170
2026-01-09 15:50:35.383,233,1,17.660000,42.660000,-76.600000,2,-54.810000,-53.770000,-109.550000,-72.470000,-96.430000,-32.950000,125.045385
2026-01-09 15:50:37.034,234,1,17.720000,42.830000,-76.580000,2,-54.900000,-53.400000,-109.580000,-72.620000,-96.230000,-33.000000,124.991509
2026-01-09 15:50:38.682,235,1,17.660000,42.820000,-76.520000,2,-54.310000,-53.310000,-109.460000,-71.970000,-96.130000,-32.940000,124.521891
2026-01-09 15:50:40.331,236,1,17.730000,42.830000,-76.580000,2,-54.900000,-53.390000,-109.570000,-72.630000,-96.220000,-32.990000,124.986981
2026-01-09 15:50:41.985,237,1,17.760000,42.830000,-76.610000,2,-54.890000,-53.390000,-109.580000,-72.650000,-96.220000,-32.970000,124.993327
2026-01-09 15:50:43.649,238,1,17.700000,42.840000,-76.540000,2,-54.900000,-53.390000,-109.570000,-72.600000,-96.230000,-33.030000,124.987815
2026-01-09 15:50:45.306,239,1,17.740000,42.830000,-76.590000,2,-54.880000,-53.390000,-109.570000,-72.620000,-96.220000,-32.980000,124.978531
2026-01-09 15:50:46.964,240,1,17.750000,42.830000,-76.590000,2,-54.890000,-53.390000,-109.570000,-72.640000,-96.220000,-32.980000,124.990153
2026-01-09 15:50:48.618,241,1,17.750000,42.830000,-76.590000,2,-54.890000,-53.400000,-109.580000,-72.640000,-96.230000,-32.990000,125.000490
2026-01-09 15:50:50.278,242,1,17.750000,42.840000,-76.590000,2,-54.890000,-53.370000,-109.570000,-72.640000,-96.210000,-32.980000,124.982455
2026-01-09 15:50:51.937,243,1,17.750000,42.910000,-76.540000,2,-54.980000,-53.300000,-109.470000,-72.730000,-96.210000,-32.930000,125.021606
2026-01-09 15:50:53.595,244,1,17.810000,42.880000,-76.630000,2,-54.880000,-53.370000,-109.600000,-72.690000,-96.250000,-32.970000,125.039672
2026-01-09 15:50:55.254,245,1,17.760000,42.900000,-76.530000,2,-54.930000,-53.360000,-109.530000,-72.690000,-96.260000,-33.000000,125.055283
2026-01-09 15:50:56.907,246,1,17.880000,42.960000,-76.580000,2,-54.890000,-53.400000,-109.580000,-72.770000,-96.360000,-33.000000,125.178762
2026-01-09 15:50:58.561,247,1,17.870000,42.960000,-76.580000,2,-54.910000,-53.400000,-109.560000,-72.780000,-96.360000,-32.980000,125.179305
2026-01-09 15:51:00.219,248,1,17.900000,42.960000,-76.570000,2,-54.900000,-53.410000,-109.560000,-72.800000,-96.370000,-32.990000,125.201266
2026-01-09 15:51:01.879,249,1,17.890000,42.960000,-76.560000,2,-54.900000,-53.400000,-109.560000,-72.790000,-96.360000,-33.000000,125.190390
2026-01-09 15:51:03.536,250,1,17.670000,42.940000,-76.250000,2,-55.160000,-53.470000,-109.130000,-72.830000,-96.410000,-32.880000,125.220571
2026-01-09 15:51:05.202,251,1,17.950000,42.990000,-76.630000,2,-54.820000,-53.330000,-109.700000,-72.770000,-96.320000,-33.070000,125.166450
2026-01-09 15:51:06.864,252,1,17.950000,43.060000,-76.550000,2,-54.920000,-53.310000,-109.560000,-72.870000,-96.370000,-33.010000,125.247251
2026-01-09 15:51:08.523,253,1,17.900000,43.040000,-76.460000,2,-54.990000,-53.400000,-109.430000,-72.890000,-96.440000,-32.970000,125.302221
2026-01-09 15:51:10.179,254,1,17.960000,43.050000,-76.530000,2,-54.910000,-53.400000,-109.540000,-72.870000,-96.450000,-33.010000,125.308817
2026-01-09 15:51:11.834,255,1,17.960000,43.040000,-76.520000,2,-54.900000,-53.410000,-109.550000,-72.860000,-96.450000,-33.030000,125.308272
2026-01-09 15:51:13.496,256,1,17.960000,43.050000,-76.520000,2,-54.900000,-53.410000,-109.540000,-72.860000,-96.460000,-33.020000,125.313334
2026-01-09 15:51:15.152,257,1,17.930000,43.050000,-76.500000,2,-54.910000,-53.400000,-109.560000,-72.840000,-96.450000,-33.060000,125.304556
2026-01-09 15:51:16.807,258,1,17.870000,43.070000,-76.520000,2,-54.900000,-53.410000,-109.560000,-72.770000,-96.480000,-33.040000,125.281702
2026-01-09 15:51:18.470,259,1,17.880000,43.060000,-76.470000,2,-54.890000,-53.410000,-109.550000,-72.770000,-96.470000,-33.080000,125.284557
2026-01-09 15:51:20.120,260,1,17.940000,43.140000,-76.490000,2,-54.910000,-53.400000,-109.550000,-72.850000,-96.540000,-33.060000,125.379654
2026-01-09 15:51:21.775,261,1,17.800000,43.290000,-76.280000,2,-54.900000,-53.400000,-109.550000,-72.700000,-96.690000,-33.270000,125.463696
2026-01-09 15:51:23.439,262,1,17.470000,43.540000,-75.880000,2,-54.900000,-53.400000,-109.540000,-72.370000,-96.940000,-33.660000,125.569806
2026-01-09 15:51:25.100,263,1,17.040000,43.800000,-75.490000,2,-54.900000,-53.400000,-109.560000,-71.940000,-97.200000,-34.070000,125.634265
2026-01-09 15:51:26.755,264,1,16.730000,44.120000,-75.210000,2,-54.890000,-53.400000,-109.540000,-71.620000,-97.520000,-34.330000,125.770122
2026-01-09 15:51:28.411,265,1,16.610000,44.160000,-75.140000,2,-54.890000,-53.400000,-109.540000,-71.500000,-97.560000,-34.400000,125.751992
2026-01-09 15:51:30.069,266,1,16.520000,44.160000,-75.100000,2,-54.890000,-53.400000,-109.540000,-71.410000,-97.560000,-34.440000,125.711795
2026-01-09 15:51:31.726,267,1,16.470000,44.160000,-75.080000,2,-54.890000,-53.400000,-109.540000,-71.360000,-97.560000,-34.460000,125.688881
2026-01-09 15:51:33.385,268,1,16.420000,44.170000,-75.070000,2,-54.900000,-53.410000,-109.530000,-71.320000,-97.580000,-34.460000,125.681703
2026-01-09 15:51:35.038,269,1,16.490000,44.220000,-75.080000,2,-54.900000,-53.400000,-109.540000,-71.390000,-97.620000,-34.460000,125.752487
2026-01-09 15:51:36.699,270,1,16.470000,44.200000,-75.080000,2,-54.880000,-53.400000,-109.540000,-71.350000,-97.600000,-34.460000,125.714256
2026-01-09 15:51:38.355,271,1,16.460000,44.210000,-75.070000,2,-54.890000,-53.400000,-109.530000,-71.350000,-97.610000,-34.460000,125.722020
2026-01-09 15:51:40.006,272,1,16.340000,44.180000,-75.020000,2,-54.890000,-53.400000,-109.530000,-71.230000,-97.580000,-34.510000,125.644377
2026-01-09 15:51:41.660,273,1,16.270000,44.150000,-75.010000,2,-54.890000,-53.410000,-109.550000,-71.160000,-97.560000,-34.540000,125.597416
2026-01-09 15:51:43.318,274,1,16.260000,44.160000,-75.000000,2,-54.900000,-53.410000,-109.550000,-71.160000,-97.570000,-34.550000,125.607934
2026-01-09 15:51:44.965,275,1,16.260000,44.160000,-75.000000,2,-54.890000,-53.400000,-109.550000,-71.150000,-97.560000,-34.550000,125.594501
2026-01-09 15:51:46.624,276,1,16.260000,44.170000,-75.000000,2,-54.890000,-53.400000,-109.550000,-71.150000,-97.570000,-34.550000,125.602269
2026-01-09 15:51:48.281,277,1,16.250000,44.160000,-74.990000,2,-54.900000,-53.400000,-109.540000,-71.150000,-97.560000,-34.550000,125.594501
2026-01-09 15:51:49.940,278,1,16.240000,44.160000,-75.000000,2,-54.890000,-53.410000,-109.540000,-71.130000,-97.570000,-34.540000,125.588190
2026-01-09 15:51:51.600,279,1,16.260000,44.140000,-75.010000,2,-54.890000,-53.400000,-109.550000,-71.150000,-97.540000,-34.540000,125.576215
2026-01-09 15:51:53.258,280,1,16.270000,44.150000,-75.040000,2,-54.890000,-53.400000,-109.540000,-71.160000,-97.550000,-34.500000,125.578653
2026-01-09 15:51:54.929,281,1,16.350000,44.040000,-75.110000,2,-54.900000,-53.400000,-109.550000,-71.250000,-97.440000,-34.440000,125.527804
2026-01-09 15:51:56.586,282,1,16.500000,43.930000,-75.250000,2,-54.900000,-53.410000,-109.560000,-71.400000,-97.340000,-34.310000,125.499847
2026-01-09 15:51:58.244,283,1,16.470000,43.930000,-75.190000,2,-55.000000,-53.360000,-109.430000,-71.470000,-97.290000,-34.240000,125.481802
2026-01-09 15:51:59.904,284,1,16.650000,43.760000,-75.440000,2,-54.900000,-53.410000,-109.560000,-71.550000,-97.170000,-34.120000,125.401698
2026-01-09 15:52:01.557,285,1,16.830000,43.600000,-75.670000,2,-54.910000,-53.410000,-109.540000,-71.740000,-97.010000,-33.870000,125.318572
2026-01-09 15:52:03.211,286,1,17.040000,43.470000,-75.800000,2,-54.930000,-53.310000,-109.530000,-71.970000,-96.780000,-33.730000,125.234828
2026-01-09 15:52:04.871,287,1,16.920000,43.390000,-75.880000,2,-54.900000,-53.400000,-109.550000,-71.820000,-96.790000,-33.670000,125.140263
2026-01-09 15:52:06.531,288,1,16.920000,43.360000,-75.840000,2,-54.930000,-53.500000,-109.460000,-71.850000,-96.860000,-33.620000,125.198189
2026-01-09 15:52:08.187,289,1,17.120000,43.490000,-76.050000,2,-54.820000,-53.270000,-109.740000,-71.940000,-96.760000,-33.690000,125.191363
2026-01-09 15:52:09.845,290,1,17.010000,43.420000,-75.970000,2,-54.850000,-53.370000,-109.640000,-71.860000,-96.790000,-33.670000,125.163224
2026-01-09 15:52:11.504,291,1,16.930000,43.390000,-75.900000,2,-54.900000,-53.400000,-109.550000,-71.830000,-96.790000,-33.650000,125.140623
2026-01-09 15:52:13.160,292,1,16.960000,43.390000,-75.920000,2,-54.900000,-53.400000,-109.540000,-71.860000,-96.790000,-33.620000,125.149783
2026-01-09 15:52:14.816,293,1,16.980000,43.410000,-75.940000,2,-54.900000,-53.410000,-109.540000,-71.880000,-96.820000,-33.600000,125.179099
2026-01-09 15:52:16.474,294,1,16.980000,43.410000,-75.910000,2,-54.910000,-53.410000,-109.540000,-71.890000,-96.820000,-33.630000,125.192897
2026-01-09 15:52:18.128,295,1,16.970000,43.380000,-75.930000,2,-54.900000,-53.410000,-109.540000,-71.870000,-96.790000,-33.610000,125.152839
2026-01-09 15:52:19.788,296,1,16.970000,43.390000,-75.920000,2,-54.900000,-53.400000,-109.540000,-71.870000,-96.790000,-33.620000,125.155525
2026-01-09 15:52:21.446,297,1,16.970000,43.390000,-75.930000,2,-54.900000,-53.400000,-109.540000,-71.870000,-96.790000,-33.610000,125.152839
2026-01-09 15:52:23.105,298,1,16.970000,43.380000,-75.930000,2,-54.900000,-53.410000,-109.540000,-71.870000,-96.790000,-33.610000,125.152839
2026-01-09 15:52:24.767,299,1,16.960000,43.370000,-75.920000,2,-54.900000,-53.400000,-109.540000,-71.860000,-96.770000,-33.620000,125.134315
2026-01-09 15:52:26.425,300,1,16.950000,43.370000,-75.920000,2,-54.910000,-53.380000,-109.550000,-71.860000,-96.750000,-33.630000,125.121537
2026-01-09 15:52:28.076,301,1,16.950000,43.370000,-75.910000,2,-54.900000,-53.370000,-109.560000,-71.850000,-96.740000,-33.650000,125.113439
2026-01-09 15:52:29.735,302,1,16.980000,43.380000,-75.930000,2,-54.900000,-53.410000,-109.530000,-71.880000,-96.790000,-33.600000,125.155897
2026-01-09 15:52:31.390,303,1,16.970000,43.380000,-75.930000,2,-54.910000,-53.400000,-109.540000,-71.880000,-96.780000,-33.610000,125.150849
2026-01-09 15:52:33.049,304,1,16.960000,43.370000,-75.950000,2,-54.910000,-53.410000,-109.550000,-71.870000,-96.780000,-33.600000,125.142420
2026-01-09 15:52:34.701,305,1,17.000000,43.350000,-75.950000,2,-54.900000,-53.400000,-109.550000,-71.900000,-96.750000,-33.600000,125.136456
2026-01-09 15:52:36.360,306,1,17.000000,43.350000,-75.940000,2,-54.900000,-53.410000,-109.540000,-71.900000,-96.760000,-33.600000,125.144187
2026-01-09 15:52:38.013,307,1,16.970000,43.340000,-75.890000,2,-54.870000,-53.350000,-109.590000,-71.840000,-96.690000,-33.700000,125.082500
2026-01-09 15:52:39.667,308,1,17.010000,43.360000,-75.930000,2,-54.890000,-53.390000,-109.560000,-71.900000,-96.750000,-33.630000,125.144514
2026-01-09 15:52:41.313,309,1,17.030000,43.370000,-75.940000,2,-54.910000,-53.400000,-109.540000,-71.940000,-96.770000,-33.600000,125.174904
2026-01-09 15:52:42.967,310,1,16.890000,43.550000,-75.700000,2,-55.240000,-53.010000,-109.160000,-72.130000,-96.560000,-33.460000,125.084540
2026-01-09 15:52:44.623,311,1,17.010000,43.370000,-75.980000,2,-54.910000,-53.450000,-109.530000,-71.920000,-96.820000,-33.550000,125.188663
2026-01-09 15:52:46.277,312,1,17.020000,43.380000,-75.990000,2,-54.300000,-53.360000,-109.450000,-71.320000,-96.740000,-33.460000,124.758734
2026-01-09 15:52:47.935,313,1,17.020000,43.370000,-75.980000,2,-54.890000,-53.430000,-109.520000,-71.910000,-96.800000,-33.540000,125.164770
2026-01-09 15:52:49.582,314,1,17.060000,43.400000,-76.010000,2,-54.880000,-53.370000,-109.590000,-71.940000,-96.770000,-33.580000,125.169537
2026-01-09 15:52:51.242,315,1,17.060000,43.400000,-76.000000,2,-54.880000,-53.380000,-109.570000,-71.940000,-96.780000,-33.570000,125.174586
2026-01-09 15:52:52.900,316,1,17.000000,43.410000,-75.810000,2,-54.980000,-53.460000,-109.360000,-71.980000,-96.870000,-33.550000,125.261805
2026-01-09 15:52:54.554,317,1,17.000000,43.350000,-75.910000,2,-54.900000,-53.380000,-109.580000,-71.900000,-96.730000,-33.670000,125.139809
2026-01-09 15:52:56.213,318,1,17.010000,43.350000,-75.900000,2,-54.900000,-53.400000,-109.560000,-71.910000,-96.750000,-33.660000,125.158325
2026-01-09 15:52:57.867,319,1,17.020000,43.360000,-75.910000,2,-54.900000,-53.390000,-109.550000,-71.920000,-96.750000,-33.640000,125.158693
2026-01-09 15:52:59.528,320,1,17.030000,43.350000,-75.910000,2,-54.910000,-53.400000,-109.530000,-71.940000,-96.750000,-33.620000,125.164813
2026-01-09 15:53:01.189,321,1,17.030000,43.350000,-75.900000,2,-54.900000,-53.400000,-109.530000,-71.930000,-96.750000,-33.630000,125.161753
2026-01-09 15:53:02.846,322,1,17.050000,43.360000,-75.920000,2,-54.900000,-53.420000,-109.520000,-71.950000,-96.780000,-33.600000,125.188382
2026-01-09 15:53:04.502,323,1,17.040000,43.350000,-75.910000,2,-54.900000,-53.410000,-109.510000,-71.940000,-96.760000,-33.600000,125.167173
2026-01-09 15:53:06.157,324,1,17.050000,43.350000,-75.910000,2,-54.900000,-53.410000,-109.510000,-71.950000,-96.760000,-33.600000,125.172921
2026-01-09 15:53:07.817,325,1,17.040000,43.340000,-75.910000,2,-54.890000,-53.410000,-109.520000,-71.930000,-96.750000,-33.610000,125.156380
2026-01-09 15:53:09.468,326,1,17.050000,43.350000,-75.910000,2,-54.900000,-53.410000,-109.510000,-71.950000,-96.760000,-33.600000,125.172921
2026-01-09 15:53:11.124,327,1,17.040000,43.350000,-75.930000,2,-54.900000,-53.420000,-109.520000,-71.940000,-96.770000,-33.590000,125.172220
2026-01-09 15:53:12.781,328,1,17.040000,43.340000,-75.920000,2,-54.900000,-53.410000,-109.520000,-71.940000,-96.750000,-33.600000,125.159443
2026-01-09 15:53:14.439,329,1,17.040000,43.340000,-75.930000,2,-54.900000,-53.420000,-109.520000,-71.940000,-96.760000,-33.590000,125.164489
2026-01-09 15:53:16.101,330,1,17.040000,43.340000,-75.930000,2,-54.900000,-53.420000,-109.520000,-71.940000,-96.760000,-33.590000,125.164489
2026-01-09 15:53:17.753,331,1,17.040000,43.340000,-75.930000,2,-54.900000,-53.420000,-109.520000,-71.940000,-96.760000,-33.590000,125.164489
2026-01-09 15:53:19.412,332,1,17.040000,43.340000,-75.930000,2,-54.910000,-53.410000,-109.520000,-71.950000,-96.750000,-33.590000,125.162507
2026-01-09 15:53:21.066,333,1,17.050000,43.340000,-75.930000,2,-54.910000,-53.410000,-109.520000,-71.960000,-96.750000,-33.590000,125.168256
2026-01-09 15:53:22.722,334,1,17.080000,43.320000,-75.940000,2,-54.880000,-53.410000,-109.560000,-71.960000,-96.730000,-33.620000,125.160852
2026-01-09 15:53:24.378,335,1,17.060000,43.320000,-75.920000,2,-54.900000,-53.410000,-109.520000,-71.960000,-96.730000,-33.600000,125.155481
2026-01-09 15:53:26.029,336,1,17.060000,43.320000,-75.920000,2,-54.910000,-53.420000,-109.520000,-71.970000,-96.740000,-33.600000,125.168960
2026-01-09 15:53:27.683,337,1,17.060000,43.320000,-75.920000,2,-54.900000,-53.410000,-109.520000,-71.960000,-96.730000,-33.600000,125.155481
2026-01-09 15:53:29.338,338,1,17.060000,43.320000,-75.920000,2,-54.900000,-53.410000,-109.520000,-71.960000,-96.730000,-33.600000,125.155481
2026-01-09 15:53:30.998,339,1,17.060000,43.310000,-75.920000,2,-54.900000,-53.420000,-109.520000,-71.960000,-96.730000,-33.600000,125.155481
2026-01-09 15:53:32.657,340,1,17.060000,43.320000,-75.920000,2,-54.910000,-53.410000,-109.510000,-71.970000,-96.730000,-33.590000,125.158547
2026-01-09 15:53:34.309,341,1,17.060000,43.310000,-75.920000,2,-54.900000,-53.410000,-109.530000,-71.960000,-96.720000,-33.610000,125.150438
2026-01-09 15:53:35.958,342,1,17.060000,43.320000,-75.920000,2,-54.900000,-53.410000,-109.520000,-71.960000,-96.730000,-33.600000,125.155481
2026-01-09 15:53:37.612,343,1,17.060000,43.310000,-75.920000,2,-54.910000,-53.410000,-109.520000,-71.970000,-96.720000,-33.600000,125.153503
2026-01-09 15:53:39.267,344,1,17.060000,43.320000,-75.930000,2,-54.900000,-53.410000,-109.520000,-71.960000,-96.730000,-33.590000,125.152797
2026-01-09 15:53:40.915,345,1,17.040000,43.320000,-75.900000,2,-54.910000,-53.410000,-109.510000,-71.950000,-96.730000,-33.610000,125.152417
2026-01-09 15:53:42.569,346,1,17.000000,43.270000,-75.890000,2,-54.310000,-53.360000,-109.420000,-71.310000,-96.630000,-33.530000,124.686543
2026-01-09 15:53:44.224,347,1,17.050000,43.310000,-75.930000,2,-54.910000,-53.410000,-109.520000,-71.960000,-96.720000,-33.590000,125.145068
2026-01-09 15:53:45.877,348,1,17.070000,43.310000,-75.950000,2,-54.910000,-53.400000,-109.530000,-71.980000,-96.710000,-33.580000,125.146158
2026-01-09 15:53:47.534,349,1,17.040000,43.320000,-75.910000,2,-54.910000,-53.390000,-109.520000,-71.950000,-96.710000,-33.610000,125.136960
2026-01-09 15:53:49.192,350,1,17.050000,43.270000,-75.940000,2,-54.310000,-53.350000,-109.450000,-71.360000,-96.620000,-33.510000,124.702021
2026-01-09 15:53:50.845,351,1,17.120000,43.330000,-75.950000,2,-54.880000,-53.440000,-109.570000,-72.000000,-96.770000,-33.620000,125.214765
2026-01-09 15:53:52.499,352,1,17.060000,43.310000,-75.950000,2,-55.690000,-53.460000,-109.580000,-72.750000,-96.770000,-33.630000,125.650198
2026-01-09 15:53:54.155,353,1,17.060000,43.310000,-75.940000,2,-54.900000,-53.390000,-109.520000,-71.960000,-96.700000,-33.580000,125.126928
2026-01-09 15:53:55.813,354,1,17.020000,43.300000,-75.930000,2,-54.930000,-53.360000,-109.570000,-71.950000,-96.660000,-33.640000,125.106386
2026-01-09 15:53:57.474,355,1,17.030000,43.290000,-75.930000,2,-54.910000,-53.350000,-109.550000,-71.940000,-96.640000,-33.620000,125.079805
