时间戳,帧号,传感器1_端口,传感器1_X,传感器1_Y,传感器1_Z,传感器2_端口,传感器2_X,传感器2_Y,传感器2_Z,相对位置_X,相对位置_Y,相对位置_Z,距离
2026-01-09 15:45:46.886,59,1,18.240000,44.900000,-60.140000,2,-54.810000,-53.310000,-109.600000,-73.050000,-98.210000,-49.460000,132.014386
2026-01-09 15:45:48.546,60,1,18.330000,44.790000,-60.210000,2,-54.800000,-53.320000,-109.600000,-73.130000,-98.110000,-49.390000,131.958104
2026-01-09 15:45:50.203,61,1,18.560000,44.600000,-60.370000,2,-54.790000,-53.310000,-109.610000,-73.350000,-97.910000,-49.240000,131.875578
2026-01-09 15:45:51.863,62,1,18.810000,44.360000,-60.580000,2,-54.250000,-53.240000,-109.490000,-73.060000,-97.600000,-48.910000,131.360998
2026-01-09 15:45:53.520,63,1,19.120000,44.090000,-60.820000,2,-54.810000,-53.300000,-109.600000,-73.930000,-97.390000,-48.780000,131.643250
2026-01-09 15:45:55.181,64,1,19.420000,43.820000,-61.070000,2,-54.810000,-53.300000,-109.610000,-74.230000,-97.120000,-48.540000,131.523834
2026-01-09 15:45:56.842,65,1,19.750000,43.500000,-61.390000,2,-54.810000,-53.300000,-109.610000,-74.560000,-96.800000,-48.220000,131.356774
2026-01-09 15:45:58.500,66,1,20.100000,43.210000,-61.710000,2,-54.810000,-53.310000,-109.610000,-74.910000,-96.520000,-47.900000,131.232726
2026-01-09 15:46:00.162,67,1,20.460000,42.920000,-62.040000,2,-54.820000,-53.300000,-109.610000,-75.280000,-96.220000,-47.570000,131.104049
2026-01-09 15:46:01.817,68,1,20.800000,42.590000,-62.460000,2,-54.240000,-53.230000,-109.550000,-75.040000,-95.820000,-47.090000,130.498820
2026-01-09 15:46:03.483,69,1,21.120000,42.340000,-62.780000,2,-54.810000,-53.300000,-109.580000,-75.930000,-95.640000,-46.800000,130.776965
2026-01-09 15:46:05.145,70,1,21.470000,42.090000,-63.140000,2,-54.810000,-53.310000,-109.590000,-76.280000,-95.400000,-46.450000,130.680530
2026-01-09 15:46:06.807,71,1,21.820000,41.840000,-63.540000,2,-54.830000,-53.300000,-109.590000,-76.650000,-95.140000,-46.050000,130.565863
2026-01-09 15:46:08.469,72,1,21.930000,41.810000,-63.660000,2,-54.820000,-53.290000,-109.600000,-76.750000,-95.100000,-45.940000,130.556716
2026-01-09 15:46:10.133,73,1,21.990000,41.790000,-63.700000,2,-54.820000,-53.290000,-109.600000,-76.810000,-95.080000,-45.900000,130.563366
2026-01-09 15:46:11.793,74,1,22.000000,41.770000,-63.720000,2,-54.820000,-53.300000,-109.600000,-76.820000,-95.070000,-45.880000,130.554937
2026-01-09 15:46:13.452,75,1,22.250000,41.960000,-63.680000,2,-54.160000,-52.800000,-109.730000,-76.410000,-94.760000,-46.050000,130.148178
2026-01-09 15:46:15.116,76,1,22.180000,42.050000,-63.610000,2,-54.570000,-52.630000,-109.780000,-76.750000,-94.680000,-46.170000,130.332397
2026-01-09 15:46:16.776,77,1,22.120000,41.870000,-63.660000,2,-54.450000,-52.980000,-109.920000,-76.570000,-94.850000,-46.260000,130.382035
2026-01-09 15:46:18.440,78,1,22.070000,41.850000,-63.680000,2,-54.590000,-52.990000,-109.800000,-76.660000,-94.840000,-46.120000,130.378049
2026-01-09 15:46:20.099,79,1,22.020000,41.820000,-63.700000,2,-54.570000,-52.960000,-109.730000,-76.590000,-94.780000,-46.030000,130.261419
2026-01-09 15:46:21.761,80,1,22.060000,41.710000,-63.780000,2,-54.240000,-53.240000,-109.550000,-76.300000,-94.950000,-45.770000,130.123347
2026-01-09 15:46:23.420,81,1,22.070000,41.710000,-63.780000,2,-54.810000,-53.300000,-109.600000,-76.880000,-95.010000,-45.820000,130.525503
2026-01-09 15:46:25.082,82,1,22.070000,41.700000,-63.770000,2,-55.530000,-53.370000,-109.640000,-77.600000,-95.070000,-45.870000,131.011915
2026-01-09 15:46:26.743,83,1,20.990000,41.510000,-63.830000,2,-54.230000,-53.240000,-109.570000,-75.220000,-94.750000,-45.740000,129.335836
2026-01-09 15:46:28.405,84,1,21.000000,41.490000,-63.840000,2,-54.810000,-53.330000,-109.590000,-75.810000,-94.820000,-45.750000,129.734541
2026-01-09 15:46:30.065,85,1,21.030000,41.510000,-63.850000,2,-54.810000,-53.320000,-109.580000,-75.840000,-94.830000,-45.730000,129.752331
2026-01-09 15:46:31.727,86,1,21.020000,41.490000,-63.850000,2,-54.810000,-53.330000,-109.580000,-75.830000,-94.820000,-45.730000,129.739178
2026-01-09 15:46:33.384,87,1,21.050000,41.500000,-63.850000,2,-54.810000,-53.310000,-109.580000,-75.860000,-94.810000,-45.730000,129.749407
2026-01-09 15:46:35.049,88,1,21.040000,41.500000,-63.860000,2,-54.810000,-53.320000,-109.590000,-75.850000,-94.820000,-45.730000,129.750868
2026-01-09 15:46:36.706,89,1,21.040000,41.500000,-63.860000,2,-54.810000,-53.320000,-109.580000,-75.850000,-94.820000,-45.720000,129.747344
2026-01-09 15:46:38.360,90,1,20.920000,41.260000,-63.810000,2,-54.790000,-53.760000,-109.430000,-75.710000,-95.020000,-45.620000,129.776689
2026-01-09 15:46:40.009,91,1,21.070000,41.500000,-63.880000,2,-54.810000,-53.330000,-109.570000,-75.880000,-94.830000,-45.690000,129.761625
2026-01-09 15:46:41.668,92,1,19.550000,42.530000,-66.500000,2,-54.810000,-53.340000,-109.630000,-74.360000,-95.870000,-43.130000,128.765925
2026-01-09 15:46:43.328,93,1,18.180000,44.040000,-69.510000,2,-54.800000,-53.350000,-109.630000,-72.980000,-97.390000,-40.120000,128.142526
2026-01-09 15:46:44.985,94,1,18.100000,44.180000,-70.410000,2,-54.810000,-53.340000,-109.620000,-72.910000,-97.520000,-39.210000,127.919672
2026-01-09 15:46:46.642,95,1,18.130000,44.180000,-70.440000,2,-54.810000,-53.340000,-109.610000,-72.940000,-97.520000,-39.170000,127.924520
2026-01-09 15:46:48.300,96,1,18.130000,44.170000,-70.440000,2,-54.820000,-53.350000,-109.620000,-72.950000,-97.520000,-39.180000,127.933285
2026-01-09 15:46:49.955,97,1,18.140000,44.150000,-70.450000,2,-54.790000,-53.400000,-109.620000,-72.930000,-97.550000,-39.170000,127.941691
2026-01-09 15:46:51.617,98,1,18.140000,44.180000,-70.450000,2,-54.260000,-53.280000,-109.510000,-72.400000,-97.460000,-39.060000,127.537819
2026-01-09 15:46:53.276,99,1,18.160000,44.170000,-70.470000,2,-54.790000,-53.400000,-109.630000,-72.950000,-97.570000,-39.160000,127.965280
2026-01-09 15:46:54.931,100,1,18.160000,44.160000,-70.450000,2,-54.810000,-53.350000,-109.620000,-72.970000,-97.510000,-39.170000,127.934006
2026-01-09 15:46:56.590,101,1,18.150000,44.160000,-70.450000,2,-54.810000,-53.350000,-109.620000,-72.960000,-97.510000,-39.170000,127.928303
2026-01-09 15:46:58.255,102,1,18.150000,44.150000,-70.460000,2,-55.520000,-53.450000,-109.670000,-73.670000,-97.600000,-39.210000,128.415159
2026-01-09 15:46:59.913,103,1,18.170000,44.160000,-70.460000,2,-54.260000,-53.260000,-109.500000,-72.430000,-97.420000,-39.040000,127.518167
2026-01-09 15:47:01.573,104,1,18.180000,44.160000,-70.470000,2,-54.810000,-53.360000,-109.600000,-72.990000,-97.520000,-39.130000,127.940796
2026-01-09 15:47:03.225,105,1,18.250000,44.200000,-70.390000,2,-54.170000,-53.090000,-109.630000,-72.420000,-97.290000,-39.240000,127.474617
2026-01-09 15:47:04.886,106,1,18.190000,44.190000,-70.460000,2,-54.800000,-53.320000,-109.620000,-72.990000,-97.510000,-39.160000,127.942353
2026-01-09 15:47:06.545,107,1,18.260000,44.160000,-70.490000,2,-54.790000,-53.350000,-109.610000,-73.050000,-97.510000,-39.120000,127.964358
2026-01-09 15:47:08.209,108,1,18.320000,44.060000,-70.580000,2,-54.810000,-53.350000,-109.610000,-73.130000,-97.410000,-39.030000,127.906395
2026-01-09 15:47:09.871,109,1,18.360000,43.910000,-70.680000,2,-54.810000,-53.350000,-109.610000,-73.170000,-97.260000,-38.930000,127.784590
2026-01-09 15:47:11.528,110,1,18.430000,43.640000,-70.890000,2,-54.820000,-53.310000,-109.610000,-73.250000,-96.950000,-38.720000,127.530794
2026-01-09 15:47:13.187,111,1,18.460000,43.300000,-71.140000,2,-54.810000,-53.360000,-109.610000,-73.270000,-96.660000,-38.470000,127.246176
2026-01-09 15:47:14.843,112,1,18.430000,42.790000,-71.450000,2,-54.810000,-53.370000,-109.580000,-73.240000,-96.160000,-38.130000,126.746756
2026-01-09 15:47:16.497,113,1,18.690000,42.170000,-71.930000,2,-54.820000,-53.380000,-109.580000,-73.510000,-95.550000,-37.650000,126.297447
2026-01-09 15:47:18.156,114,1,18.680000,42.060000,-71.930000,2,-54.260000,-53.300000,-109.450000,-72.940000,-95.360000,-37.520000,125.783638
2026-01-09 15:47:19.816,115,1,18.670000,41.760000,-72.200000,2,-54.810000,-53.380000,-109.580000,-73.480000,-95.140000,-37.380000,125.889612
2026-01-09 15:47:21.473,116,1,18.710000,41.450000,-72.380000,2,-54.250000,-53.290000,-109.470000,-72.960000,-94.740000,-37.090000,125.197833
2026-01-09 15:47:23.131,117,1,18.940000,40.820000,-73.000000,2,-54.230000,-53.280000,-109.560000,-73.170000,-94.100000,-36.560000,124.680762
2026-01-09 15:47:24.784,118,1,19.030000,40.790000,-73.010000,2,-54.840000,-53.360000,-109.570000,-73.870000,-94.150000,-36.560000,125.130464
2026-01-09 15:47:26.434,119,1,19.200000,40.920000,-73.040000,2,-54.840000,-53.370000,-109.570000,-74.040000,-94.290000,-36.530000,125.327438
2026-01-09 15:47:28.091,120,1,19.410000,41.920000,-72.530000,2,-54.830000,-53.370000,-109.600000,-74.240000,-95.290000,-37.070000,126.356427
2026-01-09 15:47:29.753,121,1,19.350000,42.560000,-72.080000,2,-54.250000,-53.290000,-109.540000,-73.600000,-95.850000,-37.460000,126.520489
2026-01-09 15:47:31.412,122,1,19.240000,42.900000,-71.810000,2,-54.830000,-53.360000,-109.600000,-74.070000,-96.260000,-37.790000,127.202345
2026-01-09 15:47:33.070,123,1,19.230000,43.060000,-71.740000,2,-54.830000,-53.360000,-109.590000,-74.060000,-96.420000,-37.850000,127.335472
2026-01-09 15:47:34.727,124,1,19.190000,43.120000,-71.660000,2,-54.820000,-53.370000,-109.590000,-74.010000,-96.490000,-37.930000,127.383221
2026-01-09 15:47:36.379,125,1,19.270000,43.320000,-71.640000,2,-54.830000,-53.400000,-109.580000,-74.100000,-96.720000,-37.940000,127.612742
2026-01-09 15:47:38.036,126,1,19.200000,43.260000,-71.580000,2,-54.820000,-53.390000,-109.590000,-74.020000,-96.650000,-38.010000,127.534086
2026-01-09 15:47:39.688,127,1,19.250000,43.290000,-71.640000,2,-54.810000,-53.380000,-109.610000,-74.060000,-96.670000,-37.970000,127.560548
2026-01-09 15:47:41.337,128,1,19.210000,43.290000,-71.590000,2,-54.820000,-53.380000,-109.590000,-74.030000,-96.670000,-38.000000,127.552067
2026-01-09 15:47:42.994,129,1,19.210000,43.290000,-71.590000,2,-54.820000,-53.390000,-109.590000,-74.030000,-96.680000,-38.000000,127.559646
2026-01-09 15:47:44.653,130,1,19.210000,43.290000,-71.580000,2,-54.820000,-53.380000,-109.590000,-74.030000,-96.670000,-38.010000,127.555047
2026-01-09 15:47:46.306,131,1,19.150000,43.440000,-71.480000,2,-55.010000,-53.150000,-109.380000,-74.160000,-96.590000,-37.900000,127.537225
2026-01-09 15:47:47.960,132,1,19.250000,43.330000,-71.640000,2,-54.730000,-53.360000,-109.720000,-73.980000,-96.690000,-38.080000,127.562075
2026-01-09 15:47:49.619,133,1,19.160000,43.300000,-71.540000,2,-54.820000,-53.370000,-109.580000,-73.980000,-96.670000,-38.040000,127.534979
2026-01-09 15:47:51.276,134,1,19.180000,43.320000,-71.560000,2,-54.840000,-53.370000,-109.570000,-74.020000,-96.690000,-38.010000,127.564402
2026-01-09 15:47:52.939,135,1,19.200000,43.310000,-71.580000,2,-54.820000,-53.380000,-109.580000,-74.020000,-96.690000,-38.000000,127.561422
2026-01-09 15:47:54.600,136,1,19.330000,43.400000,-71.670000,2,-54.750000,-53.250000,-109.740000,-74.080000,-96.650000,-38.070000,127.586809
2026-01-09 15:47:56.266,137,1,19.170000,43.310000,-71.520000,2,-54.870000,-53.410000,-109.520000,-74.040000,-96.720000,-38.000000,127.595768
2026-01-09 15:47:57.921,138,1,19.190000,43.340000,-71.540000,2,-54.870000,-53.360000,-109.520000,-74.060000,-96.700000,-37.980000,127.586261
2026-01-09 15:47:59.578,139,1,19.190000,43.320000,-71.550000,2,-54.830000,-53.400000,-109.560000,-74.020000,-96.720000,-38.010000,127.587142
2026-01-09 15:48:01.240,140,1,19.190000,43.320000,-71.560000,2,-54.830000,-53.390000,-109.580000,-74.020000,-96.710000,-38.020000,127.582542
2026-01-09 15:48:02.899,141,1,19.190000,43.320000,-71.560000,2,-54.840000,-53.390000,-109.570000,-74.030000,-96.710000,-38.010000,127.585364
2026-01-09 15:48:04.560,142,1,19.170000,43.350000,-71.510000,2,-54.890000,-53.320000,-109.510000,-74.060000,-96.670000,-38.000000,127.569481
2026-01-09 15:48:06.218,143,1,19.210000,43.320000,-71.590000,2,-55.550000,-53.450000,-109.630000,-74.760000,-96.770000,-38.040000,128.064562
2026-01-09 15:48:07.877,144,1,19.210000,43.270000,-71.610000,2,-54.740000,-53.500000,-109.670000,-73.950000,-96.770000,-38.060000,127.599369
2026-01-09 15:48:09.532,145,1,19.200000,43.370000,-71.540000,2,-54.870000,-53.300000,-109.530000,-74.070000,-96.670000,-37.990000,127.572309
2026-01-09 15:48:11.190,146,1,19.170000,43.310000,-71.540000,2,-54.850000,-53.420000,-109.540000,-74.020000,-96.730000,-38.000000,127.591745
2026-01-09 15:48:12.855,147,1,19.220000,43.260000,-71.590000,2,-54.770000,-53.490000,-109.630000,-73.990000,-96.750000,-38.040000,127.601427
2026-01-09 15:48:14.510,148,1,19.190000,43.330000,-71.530000,2,-54.830000,-53.390000,-109.570000,-74.020000,-96.720000,-38.040000,127.596083
2026-01-09 15:48:16.169,149,1,19.200000,43.320000,-71.540000,2,-54.830000,-53.390000,-109.570000,-74.030000,-96.710000,-38.030000,127.591324
2026-01-09 15:48:17.823,150,1,19.170000,43.330000,-71.560000,2,-54.830000,-53.390000,-109.560000,-74.000000,-96.720000,-38.000000,127.572561
2026-01-09 15:48:19.478,151,1,19.160000,43.330000,-71.570000,2,-54.830000,-53.380000,-109.570000,-73.990000,-96.710000,-38.000000,127.559179
2026-01-09 15:48:21.133,152,1,19.160000,43.330000,-71.560000,2,-54.830000,-53.380000,-109.560000,-73.990000,-96.710000,-38.000000,127.559179
2026-01-09 15:48:22.789,153,1,19.170000,43.330000,-71.570000,2,-54.830000,-53.390000,-109.560000,-74.000000,-96.720000,-37.990000,127.569583
2026-01-09 15:48:24.445,154,1,19.110000,43.310000,-71.490000,2,-54.270000,-53.320000,-109.440000,-73.380000,-96.630000,-37.950000,127.130578
2026-01-09 15:48:26.100,155,1,19.160000,43.330000,-71.550000,2,-54.830000,-53.360000,-109.570000,-73.990000,-96.690000,-38.020000,127.549977
2026-01-09 15:48:27.754,156,1,19.160000,43.330000,-71.560000,2,-54.840000,-53.380000,-109.560000,-74.000000,-96.710000,-38.000000,127.564980
2026-01-09 15:48:29.404,157,1,19.160000,43.330000,-71.560000,2,-54.840000,-53.380000,-109.570000,-74.000000,-96.710000,-38.010000,127.567959
2026-01-09 15:48:31.061,158,1,19.160000,43.330000,-71.560000,2,-54.830000,-53.380000,-109.570000,-73.990000,-96.710000,-38.010000,127.562159
2026-01-09 15:48:32.713,159,1,19.160000,43.330000,-71.560000,2,-54.840000,-53.380000,-109.560000,-74.000000,-96.710000,-38.000000,127.564980
2026-01-09 15:48:34.363,160,1,19.100000,43.320000,-71.470000,2,-54.910000,-53.420000,-109.430000,-74.010000,-96.740000,-37.960000,127.581618
2026-01-09 15:48:36.019,161,1,19.200000,43.340000,-71.600000,2,-54.830000,-53.390000,-109.570000,-74.030000,-96.730000,-37.970000,127.588615
2026-01-09 15:48:37.679,162,1,19.170000,43.340000,-71.560000,2,-54.840000,-53.390000,-109.570000,-74.010000,-96.730000,-38.010000,127.588922
2026-01-09 15:48:39.339,163,1,19.170000,43.340000,-71.560000,2,-54.840000,-53.380000,-109.570000,-74.010000,-96.720000,-38.010000,127.581341
2026-01-09 15:48:40.995,164,1,19.170000,43.350000,-71.560000,2,-54.840000,-53.380000,-109.560000,-74.010000,-96.730000,-38.000000,127.585944
2026-01-09 15:48:42.653,165,1,19.170000,43.340000,-71.560000,2,-54.830000,-53.400000,-109.560000,-74.000000,-96.740000,-38.000000,127.587725
2026-01-09 15:48:44.309,166,1,19.170000,43.340000,-71.560000,2,-54.840000,-53.390000,-109.570000,-74.010000,-96.730000,-38.010000,127.588922
2026-01-09 15:48:45.962,167,1,19.170000,43.340000,-71.560000,2,-54.840000,-53.390000,-109.560000,-74.010000,-96.730000,-38.000000,127.585944
2026-01-09 15:48:47.619,168,1,19.170000,43.340000,-71.560000,2,-54.840000,-53.390000,-109.570000,-74.010000,-96.730000,-38.010000,127.588922
2026-01-09 15:48:49.274,169,1,19.170000,43.340000,-71.560000,2,-54.840000,-53.390000,-109.570000,-74.010000,-96.730000,-38.010000,127.588922
2026-01-09 15:48:50.927,170,1,19.190000,43.360000,-71.560000,2,-54.820000,-53.380000,-109.570000,-74.010000,-96.740000,-38.010000,127.596504
2026-01-09 15:48:52.579,171,1,19.210000,43.390000,-71.540000,2,-54.810000,-53.340000,-109.630000,-74.020000,-96.730000,-38.090000,127.618578
2026-01-09 15:48:54.231,172,1,19.190000,43.390000,-71.560000,2,-54.820000,-53.350000,-109.640000,-74.010000,-96.740000,-38.080000,127.617374
2026-01-09 15:48:55.885,173,1,19.200000,43.400000,-71.560000,2,-54.810000,-53.340000,-109.640000,-74.010000,-96.740000,-38.080000,127.617374
2026-01-09 15:48:57.544,174,1,19.180000,43.380000,-71.550000,2,-54.820000,-53.350000,-109.630000,-74.000000,-96.730000,-38.080000,127.603994
2026-01-09 15:48:59.202,175,1,19.180000,43.380000,-71.550000,2,-54.810000,-53.350000,-109.630000,-73.990000,-96.730000,-38.080000,127.598195
2026-01-09 15:49:00.860,176,1,19.180000,43.380000,-71.550000,2,-54.820000,-53.350000,-109.640000,-74.000000,-96.730000,-38.090000,127.606979
2026-01-09 15:49:02.512,177,1,19.210000,43.410000,-71.520000,2,-54.780000,-53.290000,-109.720000,-73.990000,-96.700000,-38.200000,127.611324
